workId,idx,word,sourceReference,properNounState,tokenType,sentenceIdx,wordIdx,enclitic,expansion
be7c553f-477b-4af5-aab5-bc59cd8bf23c,0,Liber,1,2,1,0,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,1,Primus,1,2,1,0,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,2,PROLOGUS,1.prologus,0,1,1,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,3,Aesopus,1.prologus.1,1,1,1,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,4,auctor,1.prologus.1,0,1,1,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,5,quam,1.prologus.1,0,1,1,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,6,materiam,1.prologus.1,0,1,1,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,7,repperit,1.prologus.1,0,1,1,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,8,",",1.prologus.1,,4,1,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,9,Hanc,1.prologus.2,0,1,1,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,10,ego,1.prologus.2,0,1,1,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,11,polivi,1.prologus.2,0,1,1,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,12,versibus,1.prologus.2,0,1,1,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,13,senariis,1.prologus.2,0,1,1,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,14,.,1.prologus.2,,4,1,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,15,Duplex,1.prologus.3,0,1,2,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,16,libelli,1.prologus.3,0,1,2,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,17,dos,1.prologus.3,0,1,2,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,18,est,1.prologus.3,0,1,2,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,19,:,1.prologus.3,,4,2,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,20,quod,1.prologus.3,0,1,2,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,21,risum,1.prologus.3,0,1,2,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,22,movet,1.prologus.3,0,1,2,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,23,Et,1.prologus.4,0,1,2,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,24,quod,1.prologus.4,0,1,2,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,25,prudenti,1.prologus.4,0,1,2,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,26,vitam,1.prologus.4,0,1,2,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,27,consilio,1.prologus.4,0,1,2,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,28,monet,1.prologus.4,0,1,2,12,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,29,.,1.prologus.4,,4,2,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,30,Calumniari,1.prologus.5,0,1,3,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,31,si,1.prologus.5,0,1,3,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,32,quis,1.prologus.5,0,1,3,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,33,autem,1.prologus.5,0,1,3,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,34,voluerit,1.prologus.5,0,1,3,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,35,",",1.prologus.5,,4,3,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,36,Quod,1.prologus.6,0,1,3,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,37,arbores,1.prologus.6,0,1,3,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,38,loquantur,1.prologus.6,0,1,3,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,39,",",1.prologus.6,,4,3,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,40,non,1.prologus.6,0,1,3,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,41,tantum,1.prologus.6,0,1,3,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,42,ferae,1.prologus.6,0,1,3,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,43,",",1.prologus.6,,4,3,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,44,Fictis,1.prologus.7,0,1,3,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,45,iocari,1.prologus.7,0,1,3,12,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,46,nos,1.prologus.7,0,1,3,13,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,47,meminerit,1.prologus.7,0,1,3,14,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,48,fabulis,1.prologus.7,0,1,3,15,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,49,.,1.prologus.7,,4,3,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,50,Lupus,1.1,2,1,4,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,51,et,1.1,0,1,4,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,52,agnus,1.1,0,1,4,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,53,.,1.1,,4,4,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,54,Ad,1.1.1,0,1,5,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,55,rivum,1.1.1,0,1,5,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,56,eundem,1.1.1,0,1,5,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,57,lupus,1.1.1,0,1,5,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,58,et,1.1.1,0,1,5,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,59,agnus,1.1.1,0,1,5,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,60,venerant,1.1.1,0,1,5,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,61,Siti,1.1.2,0,1,5,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,62,compulsi,1.1.2,0,1,5,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,63,;,1.1.2,,4,5,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,64,superior,1.1.2,0,1,5,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,65,stabat,1.1.2,0,1,5,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,66,lupus,1.1.2,0,1,5,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,67,Longeque,1.1.3,2,1,5,12,que,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,68,inferior,1.1.3,0,1,5,13,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,69,agnus,1.1.3,0,1,5,14,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,70,.,1.1.3,,4,5,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,71,Tunc,1.1.3,0,1,6,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,72,fauce,1.1.3,0,1,6,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,73,improba,1.1.3,0,1,6,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,74,Latro,1.1.4,2,1,6,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,75,incitatus,1.1.4,0,1,6,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,76,iurgii,1.1.4,0,1,6,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,77,causam,1.1.4,0,1,6,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,78,intulit,1.1.4,0,1,6,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,79,.,1.1.4,,4,6,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,80,Cur,1.1.5,0,1,7,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,81,",",1.1.5,,4,7,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,82,inquit,1.1.5,0,1,7,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,83,",",1.1.5,,4,7,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,84,turbulentam,1.1.5,0,1,7,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,85,fecisti,1.1.5,0,1,7,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,86,mihi,1.1.5,0,1,7,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,87,Aquam,1.1.6,2,1,7,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,88,bibenti,1.1.6,0,1,7,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,89,?,1.1.6,,4,7,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,90,Laniger,1.1.6,0,1,8,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,91,contra,1.1.6,0,1,8,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,92,timens,1.1.6,0,1,8,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,93,:,1.1.6,,4,8,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,94,Qui,1.1.7,0,1,8,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,95,possum,1.1.7,0,1,8,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,96,",",1.1.7,,4,8,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,97,quaeso,1.1.7,0,1,8,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,98,",",1.1.7,,4,8,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,99,facere,1.1.7,0,1,8,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,100,",",1.1.7,,4,8,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,101,quod,1.1.7,0,1,8,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,102,quereris,1.1.7,0,1,8,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,103,",",1.1.7,,4,8,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,104,lupe,1.1.7,0,1,8,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,105,?,1.1.7,,4,8,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,106,A,1.1.8,0,1,9,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,107,te,1.1.8,0,1,9,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,108,decurrit,1.1.8,0,1,9,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,109,ad,1.1.8,0,1,9,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,110,meos,1.1.8,0,1,9,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,111,haustus,1.1.8,0,1,9,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,112,liquor,1.1.8,0,1,9,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,113,.,1.1.8,,4,9,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,114,Repulsus,1.1.9,0,1,10,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,115,ille,1.1.9,0,1,10,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,116,veritatis,1.1.9,0,1,10,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,117,viribus,1.1.9,0,1,10,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,118,:,1.1.9,,4,10,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,119,Ante,1.1.10,0,1,10,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,120,hos,1.1.10,0,1,10,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,121,sex,1.1.10,0,1,10,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,122,menses,1.1.10,0,1,10,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,123,male,1.1.10,0,1,10,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,124,",",1.1.10,,4,10,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,125,ait,1.1.10,0,1,10,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,126,",",1.1.10,,4,10,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,127,dixisti,1.1.10,0,1,10,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,128,mihi,1.1.10,0,1,10,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,129,.,1.1.10,,4,10,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,130,Respondit,1.1.11,0,1,11,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,131,agnus,1.1.11,0,1,11,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,132,:,1.1.11,,4,11,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,133,Equidem,1.1.11,2,1,11,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,134,natus,1.1.11,0,1,11,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,135,non,1.1.11,0,1,11,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,136,eram,1.1.11,0,1,11,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,137,.,1.1.11,,4,11,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,138,Pater,1.1.12,0,1,12,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,139,hercle,1.1.12,0,1,12,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,140,tuus,1.1.12,0,1,12,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,141,",",1.1.12,,4,12,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,142,ille,1.1.12,0,1,12,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,143,inquit,1.1.12,0,1,12,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,144,",",1.1.12,,4,12,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,145,male,1.1.12,0,1,12,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,146,dixit,1.1.12,0,1,12,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,147,mihi,1.1.12,0,1,12,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,148,.,1.1.12,,4,12,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,149,Atque,1.1.13,0,1,13,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,150,ita,1.1.13,0,1,13,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,151,correptum,1.1.13,0,1,13,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,152,lacerat,1.1.13,0,1,13,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,153,iniusta,1.1.13,0,1,13,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,154,nece,1.1.13,0,1,13,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,155,.,1.1.13,,4,13,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,156,Haec,1.1.14,0,1,14,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,157,propter,1.1.14,0,1,14,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,158,illos,1.1.14,0,1,14,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,159,scripta,1.1.14,0,1,14,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,160,est,1.1.14,0,1,14,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,161,homines,1.1.14,0,1,14,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,162,fabula,1.1.14,0,1,14,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,163,",",1.1.14,,4,14,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,164,Qui,1.1.15,0,1,14,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,165,fictis,1.1.15,0,1,14,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,166,causis,1.1.15,0,1,14,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,167,innocentes,1.1.15,0,1,14,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,168,opprimunt,1.1.15,0,1,14,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,169,.,1.1.15,,4,14,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,170,Ranae,1.2,0,1,15,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,171,regem,1.2,0,1,15,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,172,petierunt,1.2,0,1,15,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,173,.,1.2,,4,15,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,174,Athenae,1.2.1,1,1,16,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,175,cum,1.2.1,0,1,16,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,176,florerent,1.2.1,0,1,16,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,177,aequis,1.2.1,0,1,16,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,178,legibus,1.2.1,0,1,16,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,179,",",1.2.1,,4,16,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,180,Procax,1.2.2,0,1,16,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,181,libertas,1.2.2,0,1,16,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,182,civitatem,1.2.2,0,1,16,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,183,miscuit,1.2.2,0,1,16,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,184,Frenumque,1.2.3,0,1,16,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,185,solvit,1.2.3,0,1,16,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,186,pristinum,1.2.3,0,1,16,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,187,licentia,1.2.3,0,1,16,12,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,188,.,1.2.3,,4,16,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,189,Hic,1.2.4,0,1,17,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,190,conspiratis,1.2.4,0,1,17,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,191,factionum,1.2.4,0,1,17,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,192,partibus,1.2.4,0,1,17,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,193,Arcem,1.2.5,2,1,17,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,194,tyrannus,1.2.5,0,1,17,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,195,occupat,1.2.5,0,1,17,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,196,Pisistratus,1.2.5,1,1,17,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,197,.,1.2.5,,4,17,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,198,Cum,1.2.6,2,1,18,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,199,tristem,1.2.6,0,1,18,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,200,servitutem,1.2.6,0,1,18,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,201,flerent,1.2.6,0,1,18,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,202,Attici,1.2.6,1,1,18,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,203,",",1.2.6,,4,18,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,204,(,1.2.7,,4,18,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,205,Non,1.2.7,2,1,18,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,206,quia,1.2.7,0,1,18,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,207,crudelis,1.2.7,0,1,18,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,208,ille,1.2.7,0,1,18,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,209,",",1.2.7,,4,18,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,210,sed,1.2.7,0,1,18,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,211,quoniam,1.2.7,0,1,18,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,212,gravis,1.2.7,0,1,18,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,213,Omnino,1.2.8,0,1,18,12,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,214,insuetis,1.2.8,0,1,18,13,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,215,),1.2.8,,4,18,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,216,",",1.2.8,,4,18,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,217,onus,1.2.8,0,1,18,14,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,218,et,1.2.8,0,1,18,15,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,219,coepissent,1.2.8,0,1,18,16,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,220,queri,1.2.8,0,1,18,17,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,221,",",1.2.8,,4,18,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,222,Aesopus,1.2.9,1,1,18,18,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,223,talem,1.2.9,0,1,18,19,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,224,tum,1.2.9,0,1,18,20,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,225,fabellam,1.2.9,0,1,18,21,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,226,rettulit,1.2.9,0,1,18,22,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,227,.,1.2.9,,4,18,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,228,Ranae,1.2.10,0,1,19,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,229,vagantes,1.2.10,0,1,19,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,230,liberis,1.2.10,0,1,19,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,231,paludibus,1.2.10,0,1,19,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,232,Clamore,1.2.11,0,1,19,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,233,magno,1.2.11,0,1,19,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,234,regem,1.2.11,0,1,19,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,235,petiere,1.2.11,0,1,19,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,236,a,1.2.11,0,1,19,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,237,Iove,1.2.11,1,1,19,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,238,",",1.2.11,,4,19,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,239,Qui,1.2.12,0,1,19,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,240,dissolutos,1.2.12,0,1,19,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,241,mores,1.2.12,0,1,19,12,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,242,vi,1.2.12,0,1,19,13,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,243,compesceret,1.2.12,0,1,19,14,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,244,.,1.2.12,,4,19,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,245,Pater,1.2.13,0,1,20,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,246,deorum,1.2.13,0,1,20,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,247,risit,1.2.13,0,1,20,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,248,atque,1.2.13,0,1,20,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,249,illis,1.2.13,0,1,20,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,250,dedit,1.2.13,0,1,20,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,251,Parvum,1.2.14,0,1,20,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,252,tigillum,1.2.14,0,1,20,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,253,",",1.2.14,,4,20,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,254,missum,1.2.14,0,1,20,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,255,quod,1.2.14,0,1,20,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,256,subito,1.2.14,0,1,20,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,257,vadi,1.2.14,0,1,20,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,258,Motu,1.2.15,0,1,20,12,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,259,sonoque,1.2.15,0,1,20,13,que,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,260,terruit,1.2.15,0,1,20,14,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,261,pavidum,1.2.15,0,1,20,15,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,262,genus,1.2.15,0,1,20,16,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,263,.,1.2.15,,4,20,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,264,Hoc,1.2.16,0,1,21,0,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,265,mersum,1.2.16,0,1,21,1,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,266,limo,1.2.16,0,1,21,2,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,267,cum,1.2.16,0,1,21,3,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,268,iaceret,1.2.16,0,1,21,4,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,269,diutius,1.2.16,0,1,21,5,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,270,",",1.2.16,,4,21,,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,271,Forte,1.2.17,0,1,21,6,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,272,una,1.2.17,0,1,21,7,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,273,tacite,1.2.17,0,1,21,8,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,274,profert,1.2.17,0,1,21,9,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,275,e,1.2.17,0,1,21,10,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,276,stagno,1.2.17,0,1,21,11,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,277,caput,1.2.17,0,1,21,12,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,278,Et,1.2.18,0,1,21,13,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,279,explorato,1.2.18,0,1,21,14,,
be7c553f-477b-4af5-aab5-bc59cd8bf23c,280,rege,1.2.18,0,1,21,15,,
